record,uuid,date,markers,vboost,hboost,hQC_FINAL,S1,S2,hAGE,hGender,S3r1,S3r2,S3r3,S3r4,S3r5,S3r6,S3r7,S3r8,S3r9,S4r1,S4r2,S4r3,S4r4,S4r5,S4r6,S5,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,S6r8,S6r9,S6r99,S6r100,S6a,S6b,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r11,S7r12,S7r13,S7r14,S7r15,S7r16,S7r99,S7r100,S7a,S8a,hMVPD,h_vMVPD,h_SVOD,S8b,PRIMARY_TV,S9,S10B,hSports,Q1,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Q3r8,Q3r9,Q3r10,Q3r11,Q3r12,Q3r13,Q3r14,Q3r15,Q3r16,Q3r17,Q3r18,Q3r19,Q3r20,Q3r21,Q3r22,Q3r23,Q3r24,Q3r25,Q3r26,Q3r27,Q3r28,Q3r29,Q3r30,Q3r31,Q3r32,Q3r33,Q3r34,Q3r35,Q3r36,Q3r37,Q3r38,Q3r39,Q3r40,Q3r41,Q3r42,Q3r43,Q3r44,Q3r45,Q3r46,Q3r47,Q3r48,Q3r49,Q3r50,Q3r51,Q3r52,Q3r53,Q3r54,Q3r55,Q3r56,Q3r57,Q3r58,Q3r59,Q3r60,Q3r61,Q3r62,Q3r63,Q3r64,Q3r65,Q3r66,Q3r67,Q3r68,Q3r69,Q3r70,Q3r71,Q3r99,QC_FLAG_1,Q4,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,QC_FLAG_2,Q6,Q7,MD_Version,MD_1best,MD_1worst,MD_2best,MD_2worst,MD_3best,MD_3worst,MD_4best,MD_4worst,MD_5best,MD_5worst,MD_6best,MD_6worst,MD_7best,MD_7worst,MD_8best,MD_8worst,MD_9best,MD_9worst,MD_10best,MD_10worst,MD_11best,MD_11worst,MD_12best,MD_12worst,MD_13best,MD_13worst,MD_14best,MD_14worst,MD_15best,MD_15worst,MD_16best,MD_16worst,MD_17best,MD_17worst,MD_18best,MD_18worst,MD_19best,MD_19worst,MD_20best,MD_20worst,MD_Timer,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r8,Q10r1,Q10r2,Q12,S10r1,S10r2,S10r3,S10r4,S10r5,S10r6,S10r7,S10r8,S10r9,S10r10,S10r11,S10r12,S10r13,S10r14,S10r15,S10r16,S10r17,S10r18,S10r19,S10r20,S10r21,S10r22,S10r23,S10r24,S10r99,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r99,Q13r100,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r99,Q14r100,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q15r99,Q16,Q17,Q18r1,Q18r2,Q18r3,Q18r4,Q18r5,QC_FLAG_3,Q19r1,Q19r2,Q20,Q22,Q23,Q24,Q26,vlist,qtime,vos,vbrowser,vmobiledevice,vmobileos,start_date,vdropout,cov_TV_usage,smart_TV,MD_Cluster_3,MD_Cluster_4,MD_Cluster_5
5224,whcfx5k9ryx2qayp,08-Sep-23,"qualified,/MD_Maxdiff/ver_153,/overall/qual,/gen_pop_samp/genAGE",1,0,1,66,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0, ,0,0,0,0,0,0,0,1,0,0,0, , ,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20, ,1,2,2,19,2,1,4,2,10,10,10,10,10,10,10,3,3,5,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,1,3,5,3,3,3,3,3,4,4,2,4,3,4,4,3,4,5,3,4,3,4,3,5,3,4,3,2,3,3,2,3,2,2,3,3,3,3,3,4,3,1,3,2,3,4,4,3,3,2,4,3,4,5,0,10,5,5,5,5,5,4,1,10,5,153,42,8,1,37,29,46,33,25,20,30,36,13,14,66,38,52,18,10,22,41,26,12,58,50,23,59,2,55,70,51,21,49,7,54,57,35,33,43,67,3,7.11,4,3, , ,5,1,2, ,0,1,7,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0, ,1, , ,0, , , ,0, , , , , ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,6,5,2,1,3,2,5,1,1,4,2,2,3,1,1179.32,14,10,1,2,08-Sep-23, ,3,1,1,3,3
5226,66dsuq5hby5qb4hy,08-Sep-23,"qualified,/overall/qual,/MD_Maxdiff/ver_72,ver_72,/gen_pop_samp/",1,0,1,30,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0, ,0,0,0,0,0,1,0,1,0,0,0, , ,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,25, ,1,2,2,19,3,1,3,2,10,10,10,10,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,0,10,10,10,10,10,10,4,1,10,5,72,67,52,49,66,68,15,5,37,50,26,58,20,46,27,36,32,29,51,8,39,33,18,3,17,59,25,41,35,7,54,71,57,48,1,28,56,2,15,14,27,6.73,2, , ,3,5,1, ,4,0,1,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0, ,0, , ,0, , , ,1, , , , , ,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0, ,3,6,3,1,5,3,2,6,2,1,4,1,2,1,1,885.72,14,10,1,2,08-Sep-23, ,3,0,1,3,3
5227,5p34n180eymgu2ht,08-Sep-23,"qualified,ver_2,/overall/qual,/MD_Maxdiff/ver_2,/gen_pop_samp/ge",1,0,0,53,2,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,50, ,2,1,2,2,1,1,4,2,0,6,6,6,6,6,5,4,3,2,4,4,3,4,4,3,3,4,4,3,4,3,4,4,3,3,4,3,3,3,3,4,4,3,3,3,3,4,3,4,3,4,4,3,3,4,3,3,3,4,3,3,4,3,3,1,4,2,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,4,4,2,1,6,8,8,8,8,8,4,1,7,8,2,42,15,67,24,70,35,9,68,57,62,43,34,46,21,31,49,14,53,37,50,71,69,23,40,8,47,55,25,29,48,3,11,65,38,57,51,68,49,34,21,4.36,3, ,2,5,1, ,4, ,1,0,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1, , , ,0, , , ,0, , , , , ,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,4,2,6,2,6,2,3,2,6,5,1,4,2,2,1,1,1163.69,13,11,5,6,08-Sep-23, ,2,1,1,3,3
5228,22wu7n2gr05522zr,08-Sep-23,"qualified,/MD_Maxdiff/ver_140,/overall/qual,/gen_pop_samp/genAGE",1,0,1,69,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,180,2,1,2,2,12,2,2,2,2,10,10,10,9,10,9,8,4,5,4,3,2,5,5,2,5,3,5,5,5,5,3,5,3,5,5,5,4,3,3,5,3,5,4,5,4,5,5,5,4,4,4,4,5,5,5,5,5,2,5,4,3,2,2,5,4,5,3,4,5,4,5,5,5,5,4,5,3,5,4,5,5,3,3,3,4,4,4,1,0,10,10,10,10,10,10,4,1,10,10,140,36,47,55,38,11,23,37,2,12,42,50,45,69,24,27,1,26,66,30,9,48,46,58,60,29,59,25,16,21,71,33,7,70,65,31,8,39,3,59,43,7.17, , ,4,1, ,5,3,2,0,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0, ,0, , , , , ,1,0, , , , , ,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0, ,3,6,1,1,1,3,2,6,5,2,1,2,2,3,1,1418.54,4,10,5,6,08-Sep-23, ,3,0,2,4,5
5229,099z5jz2ayw3r5hp,08-Sep-23,"qualified,/MD_Maxdiff/ver_52,/overall/qual,/gen_pop_samp/genAGE_",1,0,0,31,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,5,0,0,0,1,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50, ,2,2,2,5,3,1,4,2,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,10,10,10,10,10,10,4,1,10,10,52,18,12,30,34,16,46,47,59,35,6,22,69,58,14,43,39,24,66,37,65,31,20,3,51,21,44,42,70,32,10,67,40,61,56,17,12,41,57,46,62,1.24,3,5,1, ,2, ,4, ,0,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0, ,1, , , ,0, , , , , , , , ,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,4,1,6,6,5,5,3,2,6,5,2,4,2,2,6,1,458.36,14,10,1,2,08-Sep-23, ,2,1,1,2,4
5230,na9xctvy0m01sdgf,08-Sep-23,"qualified,/overall/qual,ver_20,/gen_pop_samp/genAGE_3,/gen_pop_m",1,0,0,70,1,3,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,50, ,2,1,2,5,1,2,2,2,7,5,5,6,6,6,6,4,3,3,3,3,3,2,3,2,4,2,4,3,3,3,3,3,4,3,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4,2,3,3,3,4,2,4,3,4,4,4,3,2,3,3,3,4,3,3,3,2,3,3,3,3,4,4,4,4,3,2,3,3,4,3,3,3,2,1,6,6,6,5,5,6,4,1,7,7,20,71,52,44,13,68,7,70,32,12,47,45,35,55,21,63,42,54,50,28,51,26,62,56,37,66,65,41,3,71,20,25,1,40,19,27,8,58,18,11,9,4.51,1,5,3,4, , , ,2,1,0,7,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0, , ,0, , ,0,1, , , , , ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0, ,4,6,2,6,6,3,2,6,4,2,1,2,2,3,1,1281.86,14,10,3,2,08-Sep-23, ,2,0,3,1,2
5231,0quev5vrj3kf2bck,08-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,ver_21,/MD",1,0,1,71,2,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12, ,1,1,2, , ,1,2,2, , , , , , , ,4,3,4,2,3,2,3,4,3,3,4,4,3,4,1,4,2,3,2,3,4,5,2,2,2,3,2,2,4,3,4,3,4,3,2,4,2,3,2,3,3,3,2,3,2,3,1,4,2,4,3,2,2,4,2,3,4,3,3,3,3,3,3,5,2,3,3,3,3,4,3,4,0, , , , , , , , , ,5,21,8,24,46,4,12,57,44,47,60,3,19,20,14,37,1,24,26,6,70,50,33,48,21,35,18,7,2,55,67,28,36,25,12,53,66,56,11,16,34,39,7.36,1, , ,2, ,3,4,5,1,0,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0, , , , , ,0,0,1,0, , , , , ,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,3,6,6,4,2,3,2,6,3,3,3,1,2,3,1,1198.93,14,10,1,2,08-Sep-23, ,4,1,3,3,3
5232,jkgnypzcydkjj2fg,08-Sep-23,"qualified,ver_103,/MD_Maxdiff/ver_103,/overall/qual,/gen_pop_sam",1,0,0,67,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125, ,2,1,2,7,1,1,1,1,6,5,8,7,10,5,1,3,3,1,3,2,2,2,2,3,2,3,1,3,3,3,2,3,3,3,3,3,3,2,2,3,3,2,4,3,3,3,3,3,3,1,3,2,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,4,3,1,2,3,2,3,3,3,3,3,3,2,2,3,3,3,2,1,8,8,8,8,8,8,4,1,8,6,103,63,3,29,12,9,62,71,39,55,6,70,44,14,56,50,45,22,46,54,35,36,51,65,59,11,12,43,60,40,39,57,3,28,16,53,24,21,32,48,68,8.37,5,2, , , ,3,1,4,0,1,6,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,4,5,5,1,1,2,3,2,6,1,3,1,2,2,3,1,2328.37,4,10,5,6,08-Sep-23, ,2,1,3,1,2
5233,ag80qapzmd0r1n1w,08-Sep-23,"qualified,ver_189,/overall/qual,/MD_Maxdiff/ver_189,/gen_pop_sam",1,0,0,53,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,125, ,2,1,2,5,1,2,4,2,7,6,8,8,8,7,7,5,4,5,5,5,4,5,4,5,3,5,4,4,4,2,5,3,5,2,2,3,5,5,5,4,4,2,5,5,4,5,3,5,3,1,4,2,3,4,4,5,5,5,5,5,4,1,4,3,3,3,3,2,5,5,4,5,4,5,5,5,5,5,3,4,5,5,5,4,2,4,2,1,10,8,9,10,9,8,4,1,10,9,189,9,27,3,10,54,40,33,22,43,25,65,21,29,48,42,27,66,32,53,49,67,47,59,7,62,22,5,26,17,63,41,30,18,19,4,35,68,66,60,15,5.56,4, ,3, , ,2,1,5,0,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0, , ,0, , ,0,0, , , , , ,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,5,3,6,6,2,1,3,2,6,2,2,1,2,1,5,1,1280.19,13,10,5,6,08-Sep-23, ,2,1,1,3,3
5234,bcwv8h4mrd4knqdy,08-Sep-23,"qualified,ver_93,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/MD",1,0,0,28,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,21, ,1,1,2, , ,1,1,1, , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,3,3,3,3,1,1,1,2,4,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,1,2,3,1,2,3,2,2,1,2,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1, , , , , , , , , ,5,93,57,44,48,39,63,4,27,33,12,41,37,2,19,47,49,45,46,68,26,1,21,51,18,69,11,32,36,50,17,62,57,6,8,9,22,56,64,34,29,42,7.46,5,3,1, , ,4,2, ,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0, , , , ,0,0, , ,0, , , , , ,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,5,6,3,1,1,3,2,6,2,1,1,2,1,1,1,1619.8,14,10,1,2,08-Sep-23, ,4,1,2,1,1
5235,azusugav8nxdu3uj,08-Sep-23,"qualified,/overall/qual,ver_26,/gen_pop_samp/genAGE_6,/MD_Maxdif",1,0,0,67,2,3,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,180, ,2,1,2,2,1,2,2,2,9,6,7,7,8,6,7,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,5,4,4,5,5,3,4,5,3,3,5,4,4,3,3,3,3,3,3,3,3,3,5,3,4,4,3,3,3,2,3,3,3,5,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,5,5,2,1,9,10,9,10,10,8,4,1,9,9,26,51,69,35,31,11,60,36,5,71,64,57,17,28,47,62,67,49,53,56,40,66,13,70,33,22,30,51,15,29,45,23,6,4,8,43,55,14,70,52,38,5.33,5,4, ,1, ,2, ,3,1,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0, ,0, , , , , ,0,0, , , , , ,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,3,3,6,1,1,1,3,2,6,1,2,1,2,2,1,1,1298.78,13,11,5,6,08-Sep-23, ,2,1,3,2,4
5236,181ad11zhwjhbht8,08-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,ver_23,/ge",1,0,0,42,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10, ,1,1,2, , ,2,1,1, , , , , , , ,2,3,2,2,3,2,1,1,1,2,4,1,3,3,4,3,3,5,4,4,3,3,2,2,3,2,3,3,1,3,4,2,4,3,4,3,5,3,3,3,3,3,1,3,2,3,1,3,1,2,1,4,4,4,2,2,2,2,2,3,3,3,2,2,1,2,3,2,2,1,2,2,1, , , , , , , , , ,5,23,16,23,69,1,20,3,37,9,48,35,54,43,62,71,15,6,18,45,19,26,33,47,52,65,14,12,28,2,20,60,30,35,53,33,31,70,67,49,19,8,15.39,1,5,4,2, ,3, , ,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0, , ,1, , , ,1, , ,0, , ,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0, ,2,6,1,1,1,3,2,6,1,3,1,1,2,2,1,2893.23,14,10,1,2,08-Sep-23, ,4,0,2,4,1
5238,ypg079p8t8bu2wky,08-Sep-23,"qualified,/MD_Maxdiff/ver_74,ver_74,/overall/qual,/gen_pop_samp/",1,0,0,65,2,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,85, ,2,1,2,5,1,1,2,2,1,1,1,1,1,1,1,4,2,2,4,3,3,3,4,1,3,3,3,4,4,3,3,2,4,3,3,2,4,3,2,3,3,3,3,4,3,4,3,2,4,2,3,3,4,3,3,4,2,3,2,2,2,1,3,2,3,3,3,2,4,2,3,3,2,2,4,4,3,3,3,3,2,1,1,3,3,4,2,1,6,6,5,6,5,6,4,1,6,8,74,1,46,45,55,54,29,8,10,11,28,60,44,61,24,27,17,39,6,69,47,5,67,38,35,32,15,3,57,4,65,26,48,34,64,33,68,18,49,70,5,8.59,1,2, ,5, , ,4,3,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0, ,1, ,0,0,1, , ,0, , ,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,2,2,6,1,2,2,3,2,6,2,4,1,1,2,3,1,1421.4,14,10,1,2,08-Sep-23, ,2,1,3,3,3
5239,bqtsfsmdzy768m23,08-Sep-23,"qualified,ver_127,/overall/qual,/gen_pop_samp/genAGE_5,/MD_Maxdi",1,0,1,43,2,2,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,200, ,2,1,2,9,1,1,2,2,9,9,9,9,9,9,9,4,3,4,3,4,4,5,5,5,4,5,3,4,4,3,4,5,4,5,4,4,3,4,4,5,5,4,5,4,3,4,4,4,3,2,5,4,4,5,5,4,5,5,5,5,2,3,5,5,3,3,4,3,5,5,2,4,3,4,4,4,5,5,3,5,5,3,4,5,4,4,4,0,5,6,9,8,9,7,4,1,6,6,127,57,46,8,24,25,69,33,23,30,49,11,20,7,52,26,34,31,43,9,6,56,28,42,58,11,21,10,19,27,48,3,53,55,62,25,64,36,35,71,39,13,3,5,2, , , ,4,1,0,1,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1, , ,0,0, ,0, ,0, ,0, , ,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,4,5,3,5,6,6,3,2,6,4,2,4,2,2,1,1,2120.15,13,12,5,6,08-Sep-23, ,2,1,1,3,3
5241,utfzu24rqbn42f7f,08-Sep-23,"qualified,/MD_Maxdiff/ver_194,/overall/qual,ver_194,/gen_pop_sam",1,0,0,72,2,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,1,1,1, , ,1,2,2, , , , , , , ,3,1,1,3,2,2,3,3,1,1,3,1,1,3,1,3,1,3,3,3,1,3,2,3,2,3,1,3,3,4,2,3,4,1,1,3,2,1,3,3,3,3,4,3,2,2,1,1,1,1,2,3,1,3,1,2,3,1,1,3,3,3,3,1,1,2,3,1,1,3,3,2,1, , , , , , , , , ,6,194,54,25,8,31,60,48,32,28,33,53,42,7,62,27,20,26,19,38,6,47,55,63,1,52,4,5,16,59,22,35,68,3,13,24,29,65,64,12,66,63,8.87,1,2, , , ,5,3,4,1,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, , , , , , ,0,0, , , , , , ,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0, ,1,1,1,1,3,3,2,1,1,2,3,2,2,2,1,1450.51,4,10,5,6,08-Sep-23, ,4,0,1,3,3
5243,jbgmzb9e37dh6p6d,08-Sep-23,"qualified,ver_111,/MD_Maxdiff/ver_111,/overall/qual,/gen_pop_sam",1,0,0,59,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,1,1,1, , ,1,2,2, , , , , , , ,3,3,2,2,3,3,3,3,3,2,1,3,3,4,2,3,2,2,4,4,4,1,1,1,1,1,2,2,3,3,4,4,4,4,1,4,1,1,3,3,3,3,2,4,2,1,1,2,4,2,3,3,2,2,2,1,3,2,1,4,2,2,3,3,2,2,1,3,2,1,1,2,1, , , , , , , , , ,8,111,10,46,50,48,1,42,64,35,15,9,30,18,68,58,54,70,45,62,71,47,33,44,5,26,52,40,25,53,29,17,43,23,3,36,41,6,4,12,8,51,20.6,4,2, , , ,5,1,3,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , , , ,0, , ,0, , , , , , ,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,9,2,6,3,1,1,3,2,6,1,4,3,2,2,1,1,4173.61,14,10,5,6,08-Sep-23, ,4,1,1,3,3
5244,1x801erzmbp446kq,08-Sep-23,"qualified,/gen_pop_svod/SVOD_ONLY_USERS,/overall/qual,/MD_Maxdif",1,0,0,63,2,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,40, ,1,1,2, , ,1,1,1, , , , , , , ,1,1,1,1,1,3,2,1,2,3,3,1,4,4,3,1,5,3,5,3,3,5,1,1,5,5,1,4,2,3,3,3,5,3,5,3,5,3,3,3,1,1,1,1,1,4,2,4,4,2,3,4,3,3,4,4,4,2,1,1,3,1,3,2,1,1,1,1,3,2,2,2,1, , , , , , , , , ,6,47,19,54,57,60,36,8,25,4,14,59,11,12,6,66,40,45,37,62,22,24,34,31,30,29,13,1,32,61,70,27,18,43,28,47,55,42,35,62,33,13,10.2, ,4, ,3,2,1,5, ,0,1,7,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0, , , ,1, , , ,0, , , , , ,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,4,5,6,1,1,1,3,2,6,1,4,3,2,1,3,1,2304.68,14,10,3,2,08-Sep-23, ,4,1,2,4,5
5247,je70jeeg3gv7jr21,08-Sep-23,"qualified,ver_75,/MD_Maxdiff/ver_75,/overall/qual,/gen_pop_h_vmv",1,0,0,67,2,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0, ,0,0,0,1,1,0,0,0,0,0,0, , ,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,20, ,1,2,2,16,3,2,1,1,10,10,10,10,10,10,10,3,3,2,4,3,3,3,3,3,4,4,4,3,5,3,4,5,4,4,3,4,4,4,2,2,5,4,3,4,4,5,4,4,3,4,3,5,2,4,3,3,3,3,3,3,2,2,4,4,4,3,4,3,4,4,5,3,4,4,4,4,4,5,3,2,4,3,2,4,4,3,2,1,5,4,4,4,4,4,4,1,4,4,75,40,70,36,65,33,51,35,49,30,50,1,37,13,27,17,47,39,59,41,12,53,22,11,68,64,7,57,60,5,45,2,62,26,71,31,42,22,39,21,19,11.48, ,1, ,2,4, ,5,3,0,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0, , , , ,0, ,1,1,0, , , , , ,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,3,3,3,3,3,2,3,1,2,3,1,2,3,1,2931.96,14,10,1,2,08-Sep-23, ,3,1,3,1,1
